# x   |  y    | demand	| numItems | l - w (for each item)
266.0	235.0	0.0	0
295.0	272.0	125.0	1	1	1
301.0	258.0	84.0	1	1	1
309.0	260.0	60.0	1	1	1
217.0	274.0	500.0	1	1	1
218.0	278.0	300.0	1	1	1
282.0	267.0	175.0	1	1	1
242.0	249.0	350.0	1	1	1
230.0	262.0	150.0	1	1	1
249.0	268.0	1100.0	1	1	1
256.0	267.0	4100.0	1	1	1
265.0	257.0	225.0	1	1	1
267.0	242.0	300.0	1	1	1
259.0	265.0	250.0	1	1	1
315.0	233.0	500.0	1	1	1
329.0	252.0	150.0	1	1	1
318.0	252.0	100.0	1	1	1
329.0	224.0	250.0	1	1	1
267.0	213.0	120.0	1	1	1
275.0	192.0	600.0	1	1	1
303.0	201.0	500.0	1	1	1
208.0	217.0	175.0	1	1	1
326.0	181.0	75.0	1	1	1
