# x   |  y    | demand	| numItems | l - w (for each item)
-6.0	15.0	0.0	0
3.2	5.1	30.0	1	1	1
24.6	8.3	226.0	1	1	1
23.3	1.3	37.0	1	1	1
27.8	8.3	24.0	1	1	1
29.0	8.0	36.0	1	1	1
31.0	8.0	1.0	1	1	1
33.5	10.5	31.0	1	1	1
30.0	10.5	24.0	1	1	1
29.0	10.0	30.0	1	1	1
26.5	11.7	24.0	1	1	1
28.3	14.3	24.0	1	1	1
27.0	14.3	32.0	1	1	1
23.5	19.0	24.0	1	1	1
26.0	20.0	24.0	1	1	1
25.0	20.0	19.0	1	1	1
20.5	19.0	24.0	1	1	1
-20.0	13.0	18.0	1	1	1
-21.0	14.0	36.0	1	1	1
-30.0	30.0	115.0	1	1	1
-5.0	30.0	24.0	1	1	1
1.3	17.8	24.0	1	1	1
1.8	13.8	61.0	1	1	1
1.8	13.1	71.0	1	1	1
2.0	13.6	36.0	1	1	1
4.8	17.0	18.0	1	1	1
7.0	15.0	30.0	1	1	1
9.8	16.6	31.0	1	1	1
11.4	14.5	36.0	1	1	1
14.4	11.3	18.0	1	1	1
11.0	12.0	1004.0	1	1	1
9.3	10.7	18.0	1	1	1
0.6	2.8	34.0	1	1	1
-30.0	-10.0	504.0	1	1	1
2.0	0.0	18.0	1	1	1
14.5	1.0	39.0	1	1	1
15.0	1.8	24.0	1	1	1
17.2	2.4	37.0	1	1	1
17.2	4.2	24.0	1	1	1
18.2	4.4	99.0	1	1	1
20.3	2.1	24.0	1	1	1
22.8	3.1	24.0	1	1	1
23.0	4.0	36.0	1	1	1
20.8	4.0	30.0	1	1	1
20.8	4.0	25.0	1	1	1
18.5	6.4	24.0	1	1	1
-14.0	16.0	122.0	1	1	1
-0.5	6.9	196.0	1	1	1
3.2	2.8	229.0	1	1	1
5.6	1.8	83.0	1	1	1
8.7	2.8	18.0	1	1	1
9.0	3.3	24.0	1	1	1
9.0	3.5	306.0	1	1	1
11.2	3.3	18.0	1	1	1
10.8	4.7	20.0	1	1	1
11.5	4.6	18.0	1	1	1
12.3	4.7	24.0	1	1	1
12.3	5.5	22.0	1	1	1
11.2	6.9	24.0	1	1	1
6.5	9.7	18.0	1	1	1
5.8	8.5	18.0	1	1	1
7.2	6.0	24.0	1	1	1
7.2	4.0	24.0	1	1	1
-4.0	-4.0	30.0	1	1	1
-3.0	1.2	24.0	1	1	1
-40.0	49.0	40.0	1	1	1
-15.0	10.0	166.0	1	1	1
-11.0	-10.0	254.0	1	1	1
-25.0	-20.0	187.0	1	1	1
-25.0	-35.0	94.0	1	1	1
-24.0	-35.0	17.0	1	1	1
-18.0	10.0	285.0	1	1	1
-2.0	10.0	24.0	1	1	1
-4.0	8.0	24.0	1	1	1
-3.0	5.0	205.0	1	1	1
2.1	6.2	23.0	1	1	1
-1.7	3.0	28.0	1	1	1
-3.0	2.0	51.0	1	1	1
-7.0	0.0	49.0	1	1	1
-3.0	-6.0	19.0	1	1	1
-30.0	-11.0	262.0	1	1	1
-62.0	-10.0	120.0	1	1	1
-8.0	30.0	266.0	1	1	1
1.0	60.0	704.0	1	1	1
10.0	52.0	38.0	1	1	1
10.0	52.0	18.0	1	1	1
10.0	51.0	30.0	1	1	1
16.0	29.0	25.0	1	1	1
26.0	21.0	12.0	1	1	1
16.0	21.0	18.0	1	1	1
15.5	19.2	25.0	1	1	1
0.0	16.5	35.0	1	1	1
17.2	14.3	18.0	1	1	1
16.5	7.8	12.0	1	1	1
16.9	7.7	20.0	1	1	1
18.0	2.0	1126.0	1	1	1
16.2	4.0	9.0	1	1	1
15.0	4.0	36.0	1	1	1
15.0	3.0	12.0	1	1	1
14.8	2.4	31.0	1	1	1
14.5	3.0	96.0	1	1	1
13.0	2.6	27.0	1	1	1
11.8	3.0	54.0	1	1	1
12.0	4.0	137.0	1	1	1
12.8	3.6	12.0	1	1	1
13.4	5.5	58.0	1	1	1
-150.0	8.0	206.0	1	1	1
-152.0	1.0	178.0	1	1	1
-152.0	0.0	486.0	1	1	1
-142.0	-31.0	36.0	1	1	1
-78.0	-19.0	261.0	1	1	1
-78.0	-18.0	135.0	1	1	1
-78.0	-17.0	135.0	1	1	1
-80.0	-14.0	373.0	1	1	1
-118.0	22.0	535.0	1	1	1
-107.0	30.0	42.0	1	1	1
-85.0	14.0	9.0	1	1	1
-78.0	15.0	110.0	1	1	1
-15.0	16.0	36.0	1	1	1
-62.0	32.0	18.0	1	1	1
-120.0	-20.0	726.0	1	1	1
-90.0	-22.0	187.0	1	1	1
-79.0	-19.0	23.0	1	1	1
-79.0	-18.5	134.0	1	1	1
-79.0	-18.0	47.0	1	1	1
-78.0	-17.5	51.0	1	1	1
-79.0	-17.0	43.0	1	1	1
-80.0	-17.0	79.0	1	1	1
-80.0	-16.0	112.0	1	1	1
-80.0	-15.0	91.0	1	1	1
-48.0	37.0	232.0	1	1	1
-85.0	15.0	483.0	1	1	1
-62.0	-9.0	828.0	1	1	1
-15.0	-4.0	11.0	1	1	1
-1.0	3.2	12.0	1	1	1
