# x   |  y    | demand	| numItems | l - w (for each item)
30.0	40.0	0.0	0
42.0	41.0	19.0	1	1	1
31.0	32.0	29.0	1	1	1
5.0	25.0	23.0	1	1	1
12.0	42.0	21.0	1	1	1
36.0	16.0	10.0	1	1	1
52.0	41.0	15.0	1	1	1
27.0	23.0	3.0	1	1	1
17.0	33.0	41.0	1	1	1
13.0	13.0	9.0	1	1	1
57.0	58.0	28.0	1	1	1
62.0	42.0	8.0	1	1	1
42.0	57.0	8.0	1	1	1
16.0	57.0	16.0	1	1	1
8.0	52.0	10.0	1	1	1
7.0	38.0	28.0	1	1	1
27.0	68.0	7.0	1	1	1
30.0	48.0	15.0	1	1	1
43.0	67.0	14.0	1	1	1
58.0	48.0	6.0	1	1	1
58.0	27.0	19.0	1	1	1
