# x   |  y    | demand	| numItems | l - w (for each item)
250.0	200.0	0.0	0
10.0	260.0	3500.0	1	1	1
313.0	382.0	25705.0	1	1	1
467.0	67.0	713.0	1	1	1
205.0	254.0	2267.0	1	1	1
275.0	34.0	447.0	1	1	1
269.0	262.0	1847.0	1	1	1
293.0	269.0	1437.0	1	1	1
333.0	212.0	3720.0	1	1	1
304.0	202.0	1115.0	1	1	1
286.0	207.0	273.0	1	1	1
288.0	191.0	5494.0	1	1	1
295.0	235.0	1944.0	1	1	1
50.0	249.0	250.0	1	1	1
484.0	179.0	1500.0	1	1	1
447.0	189.0	3585.0	1	1	1
215.0	204.0	140.0	1	1	1
22.0	255.0	629.0	1	1	1
267.0	316.0	479.0	1	1	1
391.0	196.0	17456.0	1	1	1
399.0	122.0	1143.0	1	1	1
363.0	187.0	1919.0	1	1	1
355.0	236.0	826.0	1	1	1
378.0	203.0	3264.0	1	1	1
458.0	218.0	1570.0	1	1	1
383.0	181.0	2215.0	1	1	1
240.0	326.0	1239.0	1	1	1
273.0	349.0	580.0	1	1	1
278.0	374.0	5000.0	1	1	1
352.0	271.0	100.0	1	1	1
324.0	295.0	201.0	1	1	1
249.0	250.0	6747.0	1	1	1
65.0	248.0	1260.0	1	1	1
