# x   |  y    | demand	| numItems | l - w (for each item)
145.0	215.0	0.0	0
151.0	264.0	1100.0	1	1	1
159.0	261.0	700.0	1	1	1
130.0	254.0	800.0	1	1	1
128.0	252.0	1400.0	1	1	1
163.0	247.0	2100.0	1	1	1
146.0	246.0	400.0	1	1	1
161.0	242.0	800.0	1	1	1
142.0	239.0	100.0	1	1	1
163.0	236.0	500.0	1	1	1
148.0	232.0	600.0	1	1	1
128.0	231.0	1200.0	1	1	1
156.0	217.0	1300.0	1	1	1
129.0	214.0	1300.0	1	1	1
146.0	208.0	300.0	1	1	1
164.0	208.0	900.0	1	1	1
141.0	206.0	2100.0	1	1	1
147.0	193.0	1000.0	1	1	1
164.0	193.0	900.0	1	1	1
129.0	189.0	2500.0	1	1	1
155.0	185.0	1800.0	1	1	1
139.0	182.0	700.0	1	1	1
