# x   |  y    | demand	| numItems | l - w (for each item)
0.0	-15.0	0.0	0
-1.0	-14.0	300.0	1	1	1
1.0	-14.0	300.0	1	1	1
-2.0	-13.0	180.0	1	1	1
0.0	-13.0	300.0	1	1	1
2.0	-13.0	180.0	1	1	1
-3.0	-12.0	128.0	1	1	1
-1.0	-12.0	180.0	1	1	1
1.0	-12.0	180.0	1	1	1
3.0	-12.0	128.0	1	1	1
-4.0	-11.0	100.0	1	1	1
-2.0	-11.0	128.0	1	1	1
0.0	-11.0	180.0	1	1	1
2.0	-11.0	128.0	1	1	1
4.0	-11.0	100.0	1	1	1
-5.0	-10.0	81.0	1	1	1
-3.0	-10.0	100.0	1	1	1
-1.0	-10.0	128.0	1	1	1
1.0	-10.0	128.0	1	1	1
3.0	-10.0	100.0	1	1	1
5.0	-10.0	81.0	1	1	1
-6.0	-9.0	69.0	1	1	1
-4.0	-9.0	81.0	1	1	1
-2.0	-9.0	100.0	1	1	1
0.0	-9.0	128.0	1	1	1
2.0	-9.0	100.0	1	1	1
4.0	-9.0	81.0	1	1	1
6.0	-9.0	69.0	1	1	1
-7.0	-8.0	60.0	1	1	1
-5.0	-8.0	69.0	1	1	1
-3.0	-8.0	81.0	1	1	1
-1.0	-8.0	100.0	1	1	1
1.0	-8.0	100.0	1	1	1
3.0	-8.0	81.0	1	1	1
5.0	-8.0	69.0	1	1	1
7.0	-8.0	60.0	1	1	1
-8.0	-7.0	52.0	1	1	1
-6.0	-7.0	60.0	1	1	1
-4.0	-7.0	69.0	1	1	1
-2.0	-7.0	81.0	1	1	1
0.0	-7.0	100.0	1	1	1
2.0	-7.0	81.0	1	1	1
4.0	-7.0	69.0	1	1	1
6.0	-7.0	60.0	1	1	1
8.0	-7.0	52.0	1	1	1
-9.0	-6.0	47.0	1	1	1
-7.0	-6.0	52.0	1	1	1
-5.0	-6.0	60.0	1	1	1
-3.0	-6.0	69.0	1	1	1
-1.0	-6.0	81.0	1	1	1
1.0	-6.0	81.0	1	1	1
3.0	-6.0	69.0	1	1	1
5.0	-6.0	60.0	1	1	1
7.0	-6.0	52.0	1	1	1
9.0	-6.0	47.0	1	1	1
-10.0	-5.0	42.0	1	1	1
-8.0	-5.0	47.0	1	1	1
-6.0	-5.0	52.0	1	1	1
-4.0	-5.0	60.0	1	1	1
-2.0	-5.0	69.0	1	1	1
0.0	-5.0	81.0	1	1	1
2.0	-5.0	69.0	1	1	1
4.0	-5.0	60.0	1	1	1
6.0	-5.0	52.0	1	1	1
8.0	-5.0	47.0	1	1	1
10.0	-5.0	42.0	1	1	1
-11.0	-4.0	39.0	1	1	1
-9.0	-4.0	42.0	1	1	1
-7.0	-4.0	47.0	1	1	1
-5.0	-4.0	52.0	1	1	1
-3.0	-4.0	60.0	1	1	1
-1.0	-4.0	69.0	1	1	1
1.0	-4.0	69.0	1	1	1
3.0	-4.0	60.0	1	1	1
5.0	-4.0	52.0	1	1	1
7.0	-4.0	47.0	1	1	1
9.0	-4.0	42.0	1	1	1
11.0	-4.0	39.0	1	1	1
-12.0	-3.0	36.0	1	1	1
-10.0	-3.0	39.0	1	1	1
-8.0	-3.0	42.0	1	1	1
-6.0	-3.0	47.0	1	1	1
-4.0	-3.0	52.0	1	1	1
-2.0	-3.0	60.0	1	1	1
0.0	-3.0	69.0	1	1	1
2.0	-3.0	60.0	1	1	1
4.0	-3.0	52.0	1	1	1
6.0	-3.0	47.0	1	1	1
8.0	-3.0	42.0	1	1	1
10.0	-3.0	39.0	1	1	1
12.0	-3.0	36.0	1	1	1
-13.0	-2.0	33.0	1	1	1
-11.0	-2.0	36.0	1	1	1
-9.0	-2.0	39.0	1	1	1
-7.0	-2.0	42.0	1	1	1
-5.0	-2.0	47.0	1	1	1
-3.0	-2.0	52.0	1	1	1
-1.0	-2.0	60.0	1	1	1
1.0	-2.0	60.0	1	1	1
3.0	-2.0	52.0	1	1	1
5.0	-2.0	47.0	1	1	1
7.0	-2.0	42.0	1	1	1
9.0	-2.0	39.0	1	1	1
11.0	-2.0	36.0	1	1	1
13.0	-2.0	33.0	1	1	1
-14.0	-1.0	31.0	1	1	1
-12.0	-1.0	33.0	1	1	1
-10.0	-1.0	36.0	1	1	1
-8.0	-1.0	39.0	1	1	1
-6.0	-1.0	42.0	1	1	1
-4.0	-1.0	47.0	1	1	1
-2.0	-1.0	52.0	1	1	1
0.0	-1.0	60.0	1	1	1
2.0	-1.0	52.0	1	1	1
4.0	-1.0	47.0	1	1	1
6.0	-1.0	42.0	1	1	1
8.0	-1.0	39.0	1	1	1
10.0	-1.0	36.0	1	1	1
12.0	-1.0	33.0	1	1	1
14.0	-1.0	31.0	1	1	1
-15.0	0.0	29.0	1	1	1
-13.0	0.0	31.0	1	1	1
-11.0	0.0	33.0	1	1	1
-9.0	0.0	36.0	1	1	1
-7.0	0.0	39.0	1	1	1
-5.0	0.0	42.0	1	1	1
-3.0	0.0	47.0	1	1	1
-1.0	0.0	52.0	1	1	1
1.0	0.0	52.0	1	1	1
3.0	0.0	47.0	1	1	1
5.0	0.0	42.0	1	1	1
7.0	0.0	39.0	1	1	1
9.0	0.0	36.0	1	1	1
11.0	0.0	33.0	1	1	1
13.0	0.0	31.0	1	1	1
15.0	0.0	29.0	1	1	1
-14.0	1.0	29.0	1	1	1
-12.0	1.0	31.0	1	1	1
-10.0	1.0	33.0	1	1	1
-8.0	1.0	36.0	1	1	1
-6.0	1.0	39.0	1	1	1
-4.0	1.0	42.0	1	1	1
-2.0	1.0	47.0	1	1	1
0.0	1.0	52.0	1	1	1
2.0	1.0	47.0	1	1	1
4.0	1.0	42.0	1	1	1
6.0	1.0	39.0	1	1	1
8.0	1.0	36.0	1	1	1
10.0	1.0	33.0	1	1	1
12.0	1.0	31.0	1	1	1
14.0	1.0	29.0	1	1	1
-13.0	2.0	29.0	1	1	1
-11.0	2.0	31.0	1	1	1
-9.0	2.0	33.0	1	1	1
-7.0	2.0	36.0	1	1	1
-5.0	2.0	39.0	1	1	1
-3.0	2.0	42.0	1	1	1
-1.0	2.0	47.0	1	1	1
1.0	2.0	47.0	1	1	1
3.0	2.0	42.0	1	1	1
5.0	2.0	39.0	1	1	1
7.0	2.0	36.0	1	1	1
9.0	2.0	33.0	1	1	1
11.0	2.0	31.0	1	1	1
13.0	2.0	29.0	1	1	1
-12.0	3.0	29.0	1	1	1
-10.0	3.0	31.0	1	1	1
-8.0	3.0	33.0	1	1	1
-6.0	3.0	36.0	1	1	1
-4.0	3.0	39.0	1	1	1
-2.0	3.0	42.0	1	1	1
0.0	3.0	47.0	1	1	1
2.0	3.0	42.0	1	1	1
4.0	3.0	39.0	1	1	1
6.0	3.0	36.0	1	1	1
8.0	3.0	33.0	1	1	1
10.0	3.0	31.0	1	1	1
12.0	3.0	29.0	1	1	1
-11.0	4.0	29.0	1	1	1
-9.0	4.0	31.0	1	1	1
-7.0	4.0	33.0	1	1	1
-5.0	4.0	36.0	1	1	1
-3.0	4.0	39.0	1	1	1
-1.0	4.0	42.0	1	1	1
1.0	4.0	42.0	1	1	1
3.0	4.0	39.0	1	1	1
5.0	4.0	36.0	1	1	1
7.0	4.0	33.0	1	1	1
9.0	4.0	31.0	1	1	1
11.0	4.0	29.0	1	1	1
-10.0	5.0	29.0	1	1	1
-8.0	5.0	31.0	1	1	1
-6.0	5.0	33.0	1	1	1
-4.0	5.0	36.0	1	1	1
-2.0	5.0	39.0	1	1	1
